Merkury - Bisekcja, ,Wenus - Bisekcja, ,Ziemia - Bisekcja, ,Mars - Bisekcja, 
x,y,x,y,x,y,x,y
0.3868880221393245,0.08621582382926928,0.6972258453300235,0.19605678995252854,0.9675941501512794,0.2685959143319488,1.5046133313953947,0.37991370232212024
0.3868339808290809,0.08814547871071493,0.6960179506070882,0.20039695701043594,0.966014185995172,0.2745464074951479,1.5031920388162017,0.3883725019838176
0.3867693210494129,0.090073119559267,0.6947829195704448,0.20472936580066556,0.9643972365515642,0.28048656784203185,1.501720641660956,0.396819471679606
0.38669403755081294,0.09199870102633054,0.6935207990734614,0.2090538483152217,0.9627433595507455,0.2864161709155385,1.5001991655598794,0.40525434947842176
0.3866081251759388,0.09392217772436247,0.6922316370011848,0.21337023683495276,0.9610526140561708,0.2923349925985184,1.4986276372793081,0.4136768735156933
0.3865115788599535,0.09584350422603705,0.6909154822687461,0.2176783639357077,0.9593250604630285,0.2982428091210831,1.497006084723631,0.42208678199515626
0.3864043936308766,0.09776263506341232,0.6895723848197307,0.2219780624944839,0.9575607604967737,0.30413939706794874,1.4953345369372637,0.4304838131906936
0.38628656460994804,0.09967952472709728,0.6882023956245147,0.22626916569556726,0.9557597772116287,0.3100245333857777,1.4936130241066619,0.4388677054481999
0.386158087012004,0.10159412766542025,0.6868055666785644,0.23055150703666394,0.9539221749890464,0.3158979953905167,1.4918415775623748,0.44723819718747104
0.38601895614586557,0.10350639828359828,0.6853819510007034,0.2348249203350233,0.9520480195361413,0.3217595607747324,1.4900202297811336,0.45559502690411935
0.385869167414739,0.1054162909429072,0.6839316026313423,0.23908923973355287,0.9501373778840846,0.32760900761494305,1.4881490143879805,0.4639379331715158
0.3857087163166291,0.10732375995985319,0.682454576630676,0.24334429970692328,0.9481903183864654,0.333446114378947,1.4862279661584352,0.4722666546427586
0.38553759844476515,0.10922875960534516,0.6809509290768438,0.24758993506766572,0.9462069107176161,0.3392706599331486,1.4842571210206994,0.4805809300526684
0.38535580948803866,0.11113124410386846,0.6794207170640576,0.2518259809722588,0.9441872258709042,0.3450824235498793,1.482236516057899,0.4888804982198137
0.3851633452314549,0.11303116763265957,0.677863998700692,0.2560522729272071,0.9421313361569879,0.3508811849147166,1.4801661895103646,0.49716509804856224
0.3849602015565962,0.11492848432088223,0.6762808331073428,0.26026864679510936,0.9400393152020374,0.356666724133798,1.4780461807779495,0.5054344685311631
0.38474637444209886,0.1168231482488046,0.6746712804148485,0.2644749388007174,0.9379112379459217,0.36243882174113246,1.475876530422385,0.5136883487498579
0.38452185996414234,0.1187151134469779,0.6730354017622792,0.2686709855369854,0.9357471806403587,0.36819725870590686,1.4736572801696746,0.5219264778790222
0.38428665429695175,0.12060433389541628,0.6713732592948884,0.2728566239711082,0.9335472208470318,0.37394181643978963,1.471388472912523,0.530148595187338
0.38404075371331364,0.1224907635227782,0.6696849161620326,0.27703169145055073,0.9313114374356701,0.3796722768042297,1.4690701527128063,0.5383544400399968
0.3837841545851044,0.12437435620554896,0.6679704365150546,0.2811960257090653,0.9290399105820937,0.3853884221177512,1.466702364804075,0.5465437519009355
0.3835168533838322,0.12625506576722514,0.6662298855051331,0.28534946487270035,0.9267327217662236,0.3910900351632444,1.4642851555940974,0.5547162703351043
0.38323884668119235,0.12813284597750008,0.6644633292810977,0.28949184746579626,0.9243899537700558,0.39677689919525233,1.46181857266744,0.5628717350107673
0.3829501311496359,0.13000765055145125,0.6626708349872094,0.2936230124169719,0.9220116906756008,0.40244879794725275,1.4593026647880807,0.5710098857018372
0.3826507035629519,0.13187943314872924,0.6608524707609056,0.2977427990650995,0.9195980178627859,0.4081055156389356,1.4567374819020646,0.5791304622902443
0.38234056079686274,0.13374814737274812,0.6590083057305128,0.30185104716526756,0.9171490220073231,0.4137468369834758,1.4541230751401921,0.5872332047683395
0.38201969982963435,0.13561374676987778,0.6571384100129231,0.3059475968947338,0.9146647910785406,0.41937254719480194,1.4514594968207442,0.5953178532413334
0.3816881177426986,0.13747618482863813,0.6552428547112363,0.31003228885886464,0.9121454143371788,0.42498243199485897,1.4487468004522464,0.6033841479297709
0.3813458117212909,0.13933541497889476,0.6533217119123698,0.31410496409706434,0.9095909823331502,0.4305762776208672,1.4459850407362655,0.6114318291720428
0.3809927790551011,0.14119139059105673,0.6513750546846306,0.31816546408869134,0.9070015869032628,0.4361538708325756,1.443174273570245,0.6194606374269329
0.3806290171389387,0.14304406497527627,0.6494029570752572,0.3222136307589627,0.9043773211689085,0.4417149989195099,1.4403145560503743,0.6274703132762057
0.38025452347341215,0.1448933913806506,0.6474054941079235,0.32624930648484596,0.9017182795337143,0.44725944970821546,1.4374059464744955,0.635460597427229
0.3798692956656222,0.14673932299442535,0.6453827417802108,0.33027233410093865,0.8990245576811575,0.4527870115694954,1.4344485043450441,0.6434312307156381
0.3794733314298704,0.14858181294120065,0.6433347770610452,0.33428255690533515,0.8962962525721451,0.45829747342564203,1.4314422903720274,0.6513819541080369
0.37906662858838086,0.15042081428213902,0.6412616778881004,0.3382798186654804,0.8935334624425559,0.4637906247576641,1.428387366476034,0.6593125087047422
0.37864918507203793,0.15225628001417574,0.6391635231651663,0.3422639636240107,0.8907362868007471,0.46926625561250696,1.4252837957912823,0.6672226357425652
0.37822099892113753,0.15408816306923137,0.6370403927594849,0.34623483650458087,0.8879048264250231,0.4747241566102676,1.4221316426687023,0.675112076597637
0.3777820682861539,0.15591641631342654,0.6348923674990498,0.350192282517679,0.885039183361069,0.48016411895140393,1.4189309726790515,0.6829805727882736
0.37733239142852093,0.15774099254629964,0.6327195291698746,0.354136147366426,0.882139460919346,0.4855859344239376,1.4156818526160662,0.6908278659778863
0.3768719667214289,0.15956184450002642,0.6305219605132251,0.3580662772523631,0.8792057636724512,0.49098939541065,1.412384350499646,0.6986536979779309
0.37640079265063586,0.16137892483864266,0.6282997452228182,0.36198251888122396,0.8762381974524394,0.49637429489627344,1.4090385355790738,0.7064578107509057
0.37591886781529477,0.16319218615726924,0.6260529679419877,0.36588471946869283,0.8732368693481087,0.501740426474674,1.4056444783362676,0.7142399464133885
0.37542619092879576,0.16500158098134005,0.6237817142608157,0.3697727267461496,0.8702018877018239,0.5070875843567729,1.402202250489068,0.7219998472391232
0.3749227608196239,0.1668070617658326,0.6214860707132299,0.3736463889663986,0.8671333621083734,0.5124155633748243,1.3987119249945579,0.7297372556621483
0.3744085764322328,0.16860858089450176,0.6191661247740678,0.377505554909384,0.8640314034097476,0.5177241589938039,1.3951735760524149,0.7374519142799731
0.37388363682793363,0.17040609067911627,0.6168219648561074,0.3813500738878894,0.8608961236938261,0.5230131673158195,1.3915872791082977,0.7451435658568015
0.3733479411858005,0.17219954335869822,0.6144536803070629,0.38517979575322286,0.8577276362911005,0.5282823850879308,1.3879531108572662,0.7528119533268
0.3728014888035912,0.17398889109876597,0.6120613614065491,0.38899457090088724,0.8545260557717343,0.5335316097092915,1.3842711492472297,0.7604568197974185
0.37224427909868474,0.1757740859905802,0.6096450993630095,0.39279425027623305,0.8512914979425885,0.5387606392382829,1.3805414734824326,0.7680779085527543
0.3716763116090347,0.17755508005039297,0.6072049863106136,0.3965786853800987,0.8480240798442061,0.5439692723996424,1.3767641640269683,0.7756749630569699
0.37109758599413933,0.1793318252187006,0.6047411153061192,0.4003477282744321,0.8447239197477611,0.5491573085915822,1.3729393026083274,0.7832477269577574
0.3705081020360276,0.18110427335950008,0.6022535803257011,0.40410123158789785,0.8413911371519688,0.5543245478929005,1.3690669722209747,0.7907959440898553
0.3699078596402628,0.18287237625954852,0.5997424762617476,0.4078390485214681,0.838025852779958,0.5594707910700862,1.3651472571299594,0.7983193584786162
0.36929685883696217,0.18463608562762704,0.5972078989196234,0.4115610328539966,0.834628188576106,0.5645958395844124,1.3611802428745545,0.8058177143436255
0.3686750997818338,0.18639535309380778,0.5946499450143979,0.4152670389477767,0.8311982677028338,0.5696994955990252,1.3571660162719295,0.8132907561023716
0.36804258275723073,0.18815013020872537,0.5920687121675429,0.41895692175408217,0.8277362145373648,0.5747815619860209,1.3531046654208485,0.820738228373973
0.367399308173222,0.189900368442852,0.5894642989035942,0.42263053681869134,0.8242421546684442,0.5798418423335169,1.3489962797054047,0.8281598759829544
0.3667452765686813,0.191646019185777,0.5868368046467829,0.4262877402873942,0.8207162148930197,0.5848801409527118,1.344840949798778,0.8355554439630807
0.36608048861239306,0.19338703374549002,0.5841863297176316,0.4299283889114821,0.8171585232128854,0.5898962628849382,1.3406387676670275,0.8429246775612425
0.36540494510417615,0.1951233633476694,0.5815129753295188,0.4335523400532204,0.8135692088312843,0.5948900139087057,1.3363898265729086,0.8502673222414013
0.36471864697602585,0.19685495913497397,0.5788168435852105,0.4371594516913024,0.8099484021494749,0.5998612005467338,1.3320942210797218,0.8575831236885878
0.3640215952932729,0.1985817721663406,0.5760980374733571,0.44074958242628676,0.8062962347632573,0.6048096300729768,1.3277520470551882,0.8648718278129586
0.3633137912557616,0.2003037534162852,0.5733566608649608,0.44432259148601594,0.8026128394594607,0.6097351105196388,1.3233634016753544,0.8721331807539093
0.36259523619904555,0.20202085377420956,0.570592818509807,0.44787833873101707,0.7988983502123929,0.6146374506841774,1.3189283834285228,0.879366928884248
0.3618659315956025,0.20373302404371246,0.5678066160328653,0.45141668465988366,0.7951529021802487,0.6195164601362995,1.3144470921192122,0.8865728188144248
0.3611258790560668,0.20544021494190606,0.5649981599306565,0.4549374904146397,0.791376631701482,0.6243719492249448,1.309919628872142,0.8937505973968236
0.36037508033048193,0.20714237709873776,0.562167557567588,0.45844061778608436,0.7875696762911357,0.629203729085262,1.3053460961362455,0.9009000117301126
0.3596135373095707,0.20883946105631668,0.5593149171722563,0.4619259292191172,0.7837321746371351,0.6340116116455706,1.300726597688709,0.9080208091636547
0.3588412520260252,0.2105314172682465,0.5564403478337171,0.4653932878180461,0.7798642665965387,0.6387954096343156,1.2960612386390349,0.9151127373019835
0.3580582266558163,0.21221819609896286,0.553543959497723,0.4688425573518736,0.7759660931917532,0.6435549365870082,1.2913501254331319,0.9221755440093358
0.3572644635195217,0.2138997478230779,0.5506258629629293,0.4722736022595652,0.7720377966067056,0.6482900068531587,1.2865933658574302,0.929208977414252
0.3564599650836744,0.21557602262472889,0.5476861698770671,0.4756862876552976,0.7680795201829775,0.653000435603195,1.2817910690430199,0.9362127859142362
0.3556447339621303,0.2172469705969348,0.5447249927330846,0.4790804793336867,0.7640914084158992,0.6576860388353719,1.2769433454698138,0.9431867181804845
0.3548187729174565,0.21891254174095734,0.5417424448652567,0.48245604377499574,0.7600736069506037,0.6623466333826675,1.2720503069707363,0.9501305231626742
0.35398208486233906,0.22057268596566967,0.5387386404452611,0.48581284815032394,0.756026262578041,0.6669820369196683,1.2671120667359308,0.9570439500938214
0.35313467286101125,0.2222273530869307,0.5357136944782246,0.4891507603267725,0.7519495232309525,0.6715920679694419,1.2621287393169953,0.963926748495203
0.3522765401307025,0.22387649282696695,0.5326677227987358,0.4924696488725929,0.7478435379798049,0.6761765459103987,1.2571004406312354,0.9707786681813474
0.35140769004310757,0.2255200548137599,0.5296008420668268,0.4957693830623121,0.7437084570286839,0.6807352909831383,1.2520272879659422,0.9775994592650916
0.35052812612587725,0.22715798858044198,0.5265131697639236,0.4990498328818372,0.7395444317111485,0.6852681242972872,1.2469093999826917,0.9843888721627069
0.34963785206412956,0.22879024356469826,0.5234048241887638,0.5023108690335396,0.7353516144860431,0.6897748678383198,1.2417468967216625,0.9911466575990925
0.3487368717019819,0.23041676910817663,0.5202759244532833,0.5055523629413173,0.7311301589332716,0.6942553444743694,1.2365398996059755,0.9978725666130426
0.3478251890441057,0.2320375144559045,0.5171265904784723,0.5087741867556353,0.7268802197495288,0.6987093779630237,1.2312885314460549,1.0045663505625768
0.3469028082573014,0.23365242875571415,0.5139569429901982,0.5119762133585444,0.7226019527439919,0.7031367929581082,1.2259929164440049,1.0112277611303508
0.3459697336720963,0.23526146105767512,0.5107671035149992,0.5151583163686784,0.7182955148339721,0.707537415016455,1.220653180198009,1.0178565503291295
0.34502596978436356,0.23686456031353548,0.5075571943758443,0.5183203701462288,0.7139610640405243,0.7119110706046587,1.2152694497067444,1.024452470507339
0.3440715212569639,0.2384616753761706,0.504327338687865,0.5214622497978969,0.7095987594840162,0.7162575871058173,1.209841853373817,1.031015274354689
0.34310639292140943,0.24005275499904108,0.5010776603540533,0.5245838311818241,0.705208761379657,0.7205767928262582,1.2043705210122106,1.0375447149078691
0.34213058977955035,0.2416377478356589,0.49780828406093075,0.5276849909124981,0.7007912310329844,0.7248685170022517,1.1988555838487547,1.0440405455563209
0.341144117005284,0.24321660243906273,0.49451933527354014,0.5307656063662382,0.6963463308353107,0.7291325898067071,1.1932971745286085,1.0505025200480826
0.34014697994628734,0.24478926726130215,0.4912109402335835,0.5338255556836913,0.6918742242591284,0.7333688423558564,1.1876954271197575,1.0569303924957123
0.33913918412577226,0.24635569065293125,0.48788322595127015,0.5368647177781636,0.687375075853473,0.737577106715919,1.1820504771175289,1.063323917382286
0.3381207352442647,0.24791582086251193,0.4845363202033025,0.5398829723381398,0.682849051239246,0.7417572159097562,1.1763624614491175,1.0696828495674742
0.33709163918140694,0.24946960603612645,0.48117035152779153,0.5428801998326384,0.6782963171044959,0.7459090039235037,1.1706315184781282,1.0760069442936937
0.3360519019977838,0.25101699421690093,0.4777854492197407,0.5458562815159793,0.6737170411996573,0.7500323057131943,1.1648577880091284,1.0822959571923423
0.3350015299367734,0.2525579333445377,0.47438174332649996,0.5488110994325255,0.6691113923327491,0.7541269572113591,1.1590414112922154,1.0885496442901081
0.33394052942642133,0.2540923712548597,0.4709593646431889,0.5517445364214016,0.6644795403645306,0.7581927953336156,1.1531825310275927,1.0947677620153626
0.3328689070813398,0.255620255679364,0.46751844470809056,0.5546564761211876,0.6598216562036168,0.7622296579852375,1.1472812913701604,1.1009500672046317
0.3317866697046318,0.25714153424478736,0.46405911579801445,0.5575468029745878,0.6551379118015498,0.7662373840677082,1.1413378379341124,1.10709631710915
0.3306938242898388,0.25865615447268303,0.4605815109236305,0.5604154022330752,0.6504284801478314,0.7702158134852568,1.1353523177975453,1.1132062694014953
0.3295903780229154,0.26016406377900786,0.4570857638247716,0.5632621599615105,0.6456935352649108,0.7741647871513765,1.1293248795070756,1.1192796821823074
0.3284763382842281,0.26166520947372246,0.45357200896570854,0.5660869630427365,0.6409332522031329,0.778084146995325,1.1232556730824643,1.12531631398709
0.3273517126505798,0.2631595387604028,0.45004038153039305,0.568889699182146,0.6361478070356423,0.7819737359686082,1.1171448500212504,1.1313159237930954
0.3262165088972602,0.2646469987358637,0.4464910174176732,0.5716702569122252,0.6313373768532469,0.7858333980514438,1.1109925633033881,1.1372782710262954
0.3250707350001226,0.2661275363897956,0.4429240532364775,0.5744285255970704,0.6265021397592386,0.7896629782592078,1.1047989673958933,1.143203115568437
0.3239143991376864,0.2676010986044136,0.4393396263009719,0.5771643954368793,0.6216422748641716,0.7934623226488615,1.0985642182574933,1.1490902177641842
0.322747509693266,0.26906763215412,0.435737874625685,0.579877757472416,0.6167579622805991,0.7972312783253592,1.0922884733432787,1.1549393384283468
0.3215700752571271,0.27052708370517975,0.43211893692060654,0.5825685035894492,0.6118493831177667,0.8009696934480379,1.085971891609364,1.1607502388531967
0.32038210462866934,0.27197939981541014,0.4284829525862547,0.5852365265231643,0.6069167194762648,0.8046774172369857,1.0796146335175452,1.1665226808158713
0.31918360681863606,0.2734245269338844,0.4248300617087164,0.5878817198625486,0.6019601544426366,0.8083542999793911,1.0732168610399624,1.1722564265858684
0.31797459105135195,0.27486241140064915,0.42116040505465735,0.590503978054749,0.5969798720839457,0.8120001930358726,1.0667787376637634,1.177951238932626
0.31675506676698795,0.2762929994464573,0.41747412406630413,0.5931031964094038,0.5919760574422991,0.815614948846787,1.0603004283957649,1.1836068811331983
0.3155250436238541,0.2777162371925151,0.41377136085639793,0.5956792711029455,0.5869488965293298,0.8191984209385175,1.0537820997671148,1.189223116980016
0.3142845315007206,0.279132070650245,0.4100522582031186,0.5982320991828778,0.5818985763206346,0.8227504639297402,1.0472239198379536,1.1947997107887438
0.3130335404991672,0.28054044572106435,0.40631695954498215,0.600761578572023,0.5768252847501706,0.8262709335376706,1.040626058202071,1.2003364274062256
0.31177208094596104,0.2819413081961793,0.4025656089757083,0.6032676080727432,0.5717292107046084,0.8297596865842871,1.0339886859915595,1.2058330322185258
0.31050016339546355,0.28333460375639574,0.3987983512390615,0.6057500873711323,0.5666105440176427,0.833216581002533,1.027311975881465,1.2112892911590616
0.3092177986320662,0.28472027797194677,0.3950153317236622,0.6082089170411806,0.5614694754642597,0.8366414758424975,1.0205961020944307,1.2167049707168305
0.30792499767265596,0.28609827630233675,0.3912166964577725,0.610643998548909,0.5563061967549626,0.8400342312775718,1.0138412404053334,1.2220798379447333
0.30662177176910976,0.28746854409620376,0.3874025921040515,0.6130552342564775,0.5511209005299528,0.8433947086105849,1.0070475681459168,1.2274136604679897
0.30530813241081917,0.2888310265911989,0.3835731659542853,0.6154425274262614,0.5459137803532685,0.8467227702799158,1.0002152642094095,1.2327062064926544
0.3039840913272452,0.2901856689138841,0.37972856592408827,0.6178057822249018,0.5406850307068826,0.85001827986558,0.9933445090551408,1.2379572448142244
0.3026496604791027,0.29153241609107583,0.3758689405475771,0.6201449037273241,0.5354348469847532,0.8532811020952961,0.9864354847131416,1.2431665448263478
0.3013048521054086,0.2928712130050723,0.3719944389720181,0.6224597979207286,0.5301634254868356,0.8565111028505256,0.979488374788735,1.2483338765296288
0.2999496786611216,0.29420200445924843,0.36810521095244714,0.6247503717085507,0.5248709634130475,0.8597081491724899,0.9725033644671135,1.2534590105405314
0.2985841528621269,0.2955247351351712,0.3642014068462622,0.6270165329143919,0.5195576588571941,0.862872109268161,0.9654806405179054,1.258541718100382
0.297208287677611,0.2968393496030948,0.3602831776077895,0.6292581902859203,0.5142237108008478,0.8660028525162299,0.9584203912997227,1.2635817710844721
0.2958220963328017,0.29814579232197613,0.35635067478282406,0.6314752534987407,0.5088693191071869,0.8691002494730469,0.9513228067646968,1.268578942011261
0.29442559231174076,0.299444007639511,0.3524040505031409,0.6336676331602347,0.5034946845147885,0.8721641718785386,0.9441880784629928,1.2735330040516792
0.2930187893600873,0.3007339397921924,0.3484434574809827,0.6358352408133706,0.4981000086313806,0.8751944926620979,0.9370163995473113,1.278443731038535
0.2916017014879545,0.30201553290539024,0.34446904900351966,0.6379779889404814,0.49268549392755023,0.8781910859484484,0.9298079647773654,1.2833108974760197
0.29017434297277844,0.3032887309934541,0.3404809789272836,0.6400957909670123,0.4872513437304077,0.8811538270634812,0.9225629705243424,1.2881342785493182
0.28873672836221964,0.3045534779598381,0.336479401672576,0.6421885612652378,0.48179776221720894,0.884082592540066,0.9152816147753384,1.2929136501343241
0.2872888724770979,0.3058097175972502,0.3324644722178498,0.6442562151579465,0.476324954408933,0.886977260123835,0.9079640971377749,1.297648788807454
0.28583079041436044,0.3070573935878239,0.32843634609406724,0.646298668922094,0.47083312616381795,0.8898377087789386,0.9006106188437885,1.30233947185557
0.2843624975500834,0.3082964495033157,0.32439517937902945,0.6483158397924258,0.4653224841708529,0.8926638186937733,0.8932213827545961,1.3069854772860061
0.28288400954250753,0.3095268288053266,0.320341128691683,0.6503076459650663,0.45979323594322635,0.8954554712866819,0.8857965933648339,1.3115865838366987
0.281395342335107,0.31074847484554946,0.31627435118639907,0.6522740066010773,0.4542455898117316,0.8982125492116256,0.8783364568068661,1.3161425709864258
0.279896512159694,0.3119613308660416,0.31219500454723026,0.6542148418299827,0.44867975491813,0.9009349363638255,0.8708411808550689,1.320653218965149
0.2783875355395565,0.3131653399995244,0.30810324698213976,0.6561300727532621,0.443095941208469,0.9036225178853773,0.86331097493008,1.3251183087644656
0.27686842929263167,0.31436044526970935,0.30399923721720756,0.6580196214478107,0.4374943594263591,0.9062751801708339,0.8557460501030163,1.3295376221481672
0.2753392105347137,0.31554658959165244,0.2998831344908101,0.6598834109693671,0.43187522110620535,0.9088928108727609,0.8481466190996612,1.3339109416629058
0.2737998966826979,0.31672371577213526,0.2957550985477785,0.6617213653559078,0.4262387385663987,0.9114752989072589,0.8405128963046152,1.338238050648968
0.2722505054578588,0.31789176651007606,0.2916152896335291,0.6635334096310075,0.4205851249024607,0.9140225344594579,0.8328450977654098,1.3425187332511601
0.2706910548891658,0.31905068439696915,0.2874638684881716,0.6653194698071684,0.41491459398014896,0.9165344089889788,0.8251434411965877,1.3467527744297996
0.2691215633166332,0.3202004119173545,0.28330099634059397,0.6670794728891131,0.40922736042851454,0.9190108152353652,0.8174081459837363,1.35093995997182
0.26754204939470794,0.3213408914493172,0.27912683490252155,0.6688133468770452,0.4035236396329226,0.9214516472234818,0.8096394331874915,1.3550800765019824
0.2659525320956924,0.32247206526501876,0.27494154636255363,0.6705210207698766,0.3978036477280238,0.9238568002688825,0.8018375255474903,1.3591729114942006
0.2643530307132055,0.3235938755312591,0.2707452933801773,0.6722024245684184,0.39206760159068743,0.926226170983145,0.7940026474862855,1.3632182532829757
0.26274356486567896,0.32470626431007116,0.26653823907975505,0.6738574892785403,0.3863157188328877,0.9285596572791736,0.7861350251132131,1.3672158910749426
